id,Метка времени,id абонента,"Тип услуги (звонок, смс, трафик)",Объем затраченных единиц
1808,2022-05-15 07:00:00,24,трафик,220
1809,2022-05-15 08:00:00,306,смс,2
1810,2022-05-15 09:00:00,321,трафик,237
1811,2022-05-15 10:00:00,218,звонок,19
1812,2022-05-15 11:00:00,13,трафик,448
1813,2022-05-15 12:00:00,473,смс,2
1814,2022-05-15 13:00:00,288,трафик,200
1815,2022-05-15 14:00:00,209,смс,1
1816,2022-05-15 15:00:00,349,звонок,25
1817,2022-05-15 16:00:00,105,смс,1
1818,2022-05-15 17:00:00,173,звонок,12
1819,2022-05-15 18:00:00,55,смс,1
1820,2022-05-15 19:00:00,352,смс,1
1821,2022-05-15 20:00:00,283,смс,1
1822,2022-05-15 21:00:00,204,трафик,218
1823,2022-05-15 22:00:00,53,трафик,214
1824,2022-05-15 23:00:00,213,трафик,91
1825,2022-05-16 00:00:00,495,смс,2
1826,2022-05-16 01:00:00,459,звонок,38
1827,2022-05-16 02:00:00,265,звонок,39
1828,2022-05-16 03:00:00,121,смс,2
1829,2022-05-16 04:00:00,298,трафик,301
1830,2022-05-16 05:00:00,119,смс,2
1831,2022-05-16 06:00:00,240,смс,2
1832,2022-05-16 07:00:00,171,трафик,275
1833,2022-05-16 08:00:00,490,смс,1
1834,2022-05-16 09:00:00,291,трафик,354
1835,2022-05-16 10:00:00,68,смс,2
1836,2022-05-16 11:00:00,113,смс,1
1837,2022-05-16 12:00:00,290,звонок,4
1838,2022-05-16 13:00:00,102,звонок,47
1839,2022-05-16 14:00:00,346,трафик,370
1840,2022-05-16 15:00:00,176,смс,1
1841,2022-05-16 16:00:00,195,трафик,196
1842,2022-05-16 17:00:00,118,звонок,37
1843,2022-05-16 18:00:00,233,смс,1
1844,2022-05-16 19:00:00,93,трафик,216
1845,2022-05-16 20:00:00,153,трафик,104
1846,2022-05-16 21:00:00,382,звонок,39
1847,2022-05-16 22:00:00,354,звонок,3
1848,2022-05-16 23:00:00,202,трафик,327
1849,2022-05-17 00:00:00,276,трафик,496
1850,2022-05-17 01:00:00,30,трафик,104
1851,2022-05-17 02:00:00,466,звонок,40
1852,2022-05-17 03:00:00,136,трафик,403
1853,2022-05-17 04:00:00,23,звонок,30
1854,2022-05-17 05:00:00,7,звонок,9
1855,2022-05-17 06:00:00,136,трафик,195
1856,2022-05-17 07:00:00,82,звонок,41
1857,2022-05-17 08:00:00,251,звонок,39
1858,2022-05-17 09:00:00,222,звонок,43
1859,2022-05-17 10:00:00,77,смс,1
1860,2022-05-17 11:00:00,213,смс,1
1861,2022-05-17 12:00:00,459,трафик,357
1862,2022-05-17 13:00:00,228,звонок,33
1863,2022-05-17 14:00:00,429,смс,2
1864,2022-05-17 15:00:00,349,трафик,91
1865,2022-05-17 16:00:00,266,смс,1
1866,2022-05-17 17:00:00,370,трафик,215
1867,2022-05-17 18:00:00,190,смс,1
1868,2022-05-17 19:00:00,438,трафик,286
1869,2022-05-17 20:00:00,101,смс,2
1870,2022-05-17 21:00:00,74,звонок,36
1871,2022-05-17 22:00:00,64,трафик,491
1872,2022-05-17 23:00:00,146,смс,2
1873,2022-05-18 00:00:00,348,звонок,49
1874,2022-05-18 01:00:00,104,трафик,325
1875,2022-05-18 02:00:00,362,смс,1
1876,2022-05-18 03:00:00,204,смс,2
1877,2022-05-18 04:00:00,173,звонок,16
1878,2022-05-18 05:00:00,221,трафик,320
1879,2022-05-18 06:00:00,77,звонок,23
1880,2022-05-18 07:00:00,438,звонок,33
1881,2022-05-18 08:00:00,340,звонок,14
1882,2022-05-18 09:00:00,200,звонок,19
1883,2022-05-18 10:00:00,384,смс,1
1884,2022-05-18 11:00:00,341,смс,1
1885,2022-05-18 12:00:00,207,звонок,33
1886,2022-05-18 13:00:00,179,звонок,12
1887,2022-05-18 14:00:00,8,звонок,1
1888,2022-05-18 15:00:00,66,трафик,237
1889,2022-05-18 16:00:00,87,смс,2
1890,2022-05-18 17:00:00,445,трафик,97
1891,2022-05-18 18:00:00,136,трафик,127
1892,2022-05-18 19:00:00,143,смс,1
1893,2022-05-18 20:00:00,129,трафик,173
1894,2022-05-18 21:00:00,243,смс,2
1895,2022-05-18 22:00:00,400,трафик,149
1896,2022-05-18 23:00:00,208,трафик,157
1897,2022-05-19 00:00:00,121,трафик,277
1898,2022-05-19 01:00:00,127,трафик,463
1899,2022-05-19 02:00:00,431,смс,2
1900,2022-05-19 03:00:00,469,смс,1
1901,2022-05-19 04:00:00,372,смс,2
1902,2022-05-19 05:00:00,73,трафик,421
1903,2022-05-19 06:00:00,224,трафик,352
1904,2022-05-19 07:00:00,309,смс,1
1905,2022-05-19 08:00:00,421,звонок,46
1906,2022-05-19 09:00:00,241,смс,2
1907,2022-05-19 10:00:00,473,трафик,129
1908,2022-05-19 11:00:00,79,смс,1
1909,2022-05-19 12:00:00,429,смс,1
1910,2022-05-19 13:00:00,404,смс,2
1911,2022-05-19 14:00:00,278,трафик,352
1912,2022-05-19 15:00:00,273,трафик,237
1913,2022-05-19 16:00:00,257,трафик,441
1914,2022-05-19 17:00:00,117,звонок,47
1915,2022-05-19 18:00:00,304,трафик,394
1916,2022-05-19 19:00:00,316,трафик,465
1917,2022-05-19 20:00:00,287,смс,1
1918,2022-05-19 21:00:00,495,трафик,80
1919,2022-05-19 22:00:00,261,трафик,210
1920,2022-05-19 23:00:00,487,смс,1
1921,2022-05-20 00:00:00,399,звонок,36
1922,2022-05-20 01:00:00,335,трафик,205
1923,2022-05-20 02:00:00,393,трафик,442
1924,2022-05-20 03:00:00,333,звонок,18
1925,2022-05-20 04:00:00,178,трафик,96
1926,2022-05-20 05:00:00,239,звонок,15
1927,2022-05-20 06:00:00,149,трафик,355
1928,2022-05-20 07:00:00,6,трафик,171
1929,2022-05-20 08:00:00,242,трафик,173
1930,2022-05-20 09:00:00,457,звонок,8
1931,2022-05-20 10:00:00,437,трафик,153
1932,2022-05-20 11:00:00,459,трафик,432
1933,2022-05-20 12:00:00,468,смс,2
1934,2022-05-20 13:00:00,471,звонок,49
1935,2022-05-20 14:00:00,462,смс,1
1936,2022-05-20 15:00:00,496,трафик,237
1937,2022-05-20 16:00:00,240,трафик,331
1938,2022-05-20 17:00:00,140,звонок,46
1939,2022-05-20 18:00:00,251,смс,2
1940,2022-05-20 19:00:00,178,трафик,383
1941,2022-05-20 20:00:00,43,смс,1
1942,2022-05-20 21:00:00,443,звонок,34
1943,2022-05-20 22:00:00,227,звонок,24
1944,2022-05-20 23:00:00,301,смс,1
1945,2022-05-21 00:00:00,15,смс,1
1946,2022-05-21 01:00:00,486,трафик,268
1947,2022-05-21 02:00:00,141,трафик,465
1948,2022-05-21 03:00:00,241,смс,1
1949,2022-05-21 04:00:00,233,смс,2
1950,2022-05-21 05:00:00,61,трафик,231
1951,2022-05-21 06:00:00,165,смс,2
1952,2022-05-21 07:00:00,138,звонок,49
1953,2022-05-21 08:00:00,411,трафик,406
1954,2022-05-21 09:00:00,341,смс,1
1955,2022-05-21 10:00:00,438,трафик,110
1956,2022-05-21 11:00:00,53,звонок,29
1957,2022-05-21 12:00:00,340,звонок,17
1958,2022-05-21 13:00:00,438,трафик,351
1959,2022-05-21 14:00:00,478,трафик,261
1960,2022-05-21 15:00:00,231,звонок,9
1961,2022-05-21 16:00:00,149,смс,2
1962,2022-05-21 17:00:00,163,смс,2
1963,2022-05-21 18:00:00,497,смс,2
1964,2022-05-21 19:00:00,340,звонок,25
1965,2022-05-21 20:00:00,170,звонок,11
1966,2022-05-21 21:00:00,336,звонок,10
1967,2022-05-21 22:00:00,251,трафик,192
1968,2022-05-21 23:00:00,225,смс,2
1969,2022-05-22 00:00:00,272,смс,1
1970,2022-05-22 01:00:00,220,трафик,352
1971,2022-05-22 02:00:00,51,звонок,49
1972,2022-05-22 03:00:00,272,трафик,428
1973,2022-05-22 04:00:00,381,смс,1
1974,2022-05-22 05:00:00,499,трафик,409
1975,2022-05-22 06:00:00,31,смс,2
1976,2022-05-22 07:00:00,379,трафик,214
1977,2022-05-22 08:00:00,195,трафик,266
1978,2022-05-22 09:00:00,161,звонок,16
1979,2022-05-22 10:00:00,190,смс,2
1980,2022-05-22 11:00:00,225,трафик,432
1981,2022-05-22 12:00:00,201,трафик,221
1982,2022-05-22 13:00:00,14,звонок,18
1983,2022-05-22 14:00:00,313,звонок,28
1984,2022-05-22 15:00:00,208,трафик,430
1985,2022-05-22 16:00:00,456,звонок,49
1986,2022-05-22 17:00:00,302,смс,1
1987,2022-05-22 18:00:00,384,звонок,14
1988,2022-05-22 19:00:00,323,смс,2
1989,2022-05-22 20:00:00,218,смс,1
1990,2022-05-22 21:00:00,144,смс,1
1991,2022-05-22 22:00:00,38,звонок,10
1992,2022-05-22 23:00:00,7,смс,1
1993,2022-05-23 00:00:00,27,смс,2
1994,2022-05-23 01:00:00,460,звонок,41
1995,2022-05-23 02:00:00,116,звонок,16
1996,2022-05-23 03:00:00,8,смс,2
1997,2022-05-23 04:00:00,92,смс,2
1998,2022-05-23 05:00:00,234,звонок,11
1999,2022-05-23 06:00:00,351,смс,1
2000,2022-05-23 07:00:00,486,звонок,31
2001,2022-05-23 08:00:00,67,звонок,41
2002,2022-05-23 09:00:00,160,смс,1
2003,2022-05-23 10:00:00,149,трафик,423
2004,2022-05-23 11:00:00,142,смс,2
2005,2022-05-23 12:00:00,197,звонок,3
2006,2022-05-23 13:00:00,91,трафик,217
2007,2022-05-23 14:00:00,414,трафик,345
2008,2022-05-23 15:00:00,443,трафик,475
2009,2022-05-23 16:00:00,467,смс,1
2010,2022-05-23 17:00:00,403,трафик,98
2011,2022-05-23 18:00:00,54,трафик,124
2012,2022-05-23 19:00:00,428,трафик,391
2013,2022-05-23 20:00:00,275,звонок,33
2014,2022-05-23 21:00:00,488,смс,1
2015,2022-05-23 22:00:00,296,смс,2
2016,2022-05-23 23:00:00,269,трафик,334
2017,2022-05-24 00:00:00,203,трафик,499
2018,2022-05-24 01:00:00,373,звонок,14
2019,2022-05-24 02:00:00,458,трафик,476
2020,2022-05-24 03:00:00,477,звонок,47
2021,2022-05-24 04:00:00,65,смс,2
2022,2022-05-24 05:00:00,41,смс,1
2023,2022-05-24 06:00:00,133,смс,2
2024,2022-05-24 07:00:00,379,смс,1
2025,2022-05-24 08:00:00,419,смс,1
2026,2022-05-24 09:00:00,264,звонок,26
2027,2022-05-24 10:00:00,291,трафик,480
2028,2022-05-24 11:00:00,10,звонок,41
2029,2022-05-24 12:00:00,70,звонок,44
2030,2022-05-24 13:00:00,104,трафик,155
2031,2022-05-24 14:00:00,59,смс,1
2032,2022-05-24 15:00:00,368,звонок,10
2033,2022-05-24 16:00:00,407,смс,1
2034,2022-05-24 17:00:00,500,звонок,27
2035,2022-05-24 18:00:00,303,трафик,324
2036,2022-05-24 19:00:00,277,трафик,122
2037,2022-05-24 20:00:00,83,звонок,44
2038,2022-05-24 21:00:00,425,трафик,171
2039,2022-05-24 22:00:00,304,звонок,35
2040,2022-05-24 23:00:00,30,звонок,20
2041,2022-05-25 00:00:00,220,звонок,15
2042,2022-05-25 01:00:00,486,звонок,22
2043,2022-05-25 02:00:00,24,трафик,365
2044,2022-05-25 03:00:00,261,звонок,2
2045,2022-05-25 04:00:00,135,трафик,484
2046,2022-05-25 05:00:00,235,трафик,487
2047,2022-05-25 06:00:00,147,смс,1
2048,2022-05-25 07:00:00,263,смс,2
2049,2022-05-25 08:00:00,19,звонок,33
2050,2022-05-25 09:00:00,325,трафик,378
2051,2022-05-25 10:00:00,87,трафик,461
2052,2022-05-25 11:00:00,38,звонок,36
2053,2022-05-25 12:00:00,475,звонок,20
2054,2022-05-25 13:00:00,174,звонок,12
2055,2022-05-25 14:00:00,426,трафик,473
2056,2022-05-25 15:00:00,396,звонок,45
2057,2022-05-25 16:00:00,135,трафик,171
2058,2022-05-25 17:00:00,376,трафик,491
2059,2022-05-25 18:00:00,9,смс,1
2060,2022-05-25 19:00:00,479,звонок,8
2061,2022-05-25 20:00:00,382,звонок,15
2062,2022-05-25 21:00:00,165,смс,2
2063,2022-05-25 22:00:00,430,звонок,33
2064,2022-05-25 23:00:00,220,трафик,361
2065,2022-05-26 00:00:00,132,звонок,49
2066,2022-05-26 01:00:00,427,звонок,27
2067,2022-05-26 02:00:00,450,трафик,284
2068,2022-05-26 03:00:00,87,смс,1
2069,2022-05-26 04:00:00,423,звонок,30
2070,2022-05-26 05:00:00,445,смс,1
2071,2022-05-26 06:00:00,9,смс,1
2072,2022-05-26 07:00:00,237,смс,1
2073,2022-05-26 08:00:00,77,смс,1
2074,2022-05-26 09:00:00,32,смс,1
2075,2022-05-26 10:00:00,484,звонок,27
2076,2022-05-26 11:00:00,109,смс,1
2077,2022-05-26 12:00:00,339,звонок,31
2078,2022-05-26 13:00:00,307,трафик,403
2079,2022-05-26 14:00:00,458,трафик,192
2080,2022-05-26 15:00:00,291,смс,2
2081,2022-05-26 16:00:00,55,трафик,467
2082,2022-05-26 17:00:00,291,трафик,90
2083,2022-05-26 18:00:00,467,смс,2
2084,2022-05-26 19:00:00,16,смс,1
2085,2022-05-26 20:00:00,8,трафик,377
2086,2022-05-26 21:00:00,333,смс,2
2087,2022-05-26 22:00:00,151,звонок,26
2088,2022-05-26 23:00:00,312,смс,1
2089,2022-05-27 00:00:00,243,звонок,49
2090,2022-05-27 01:00:00,204,трафик,445
2091,2022-05-27 02:00:00,356,трафик,351
2092,2022-05-27 03:00:00,494,трафик,380
2093,2022-05-27 04:00:00,259,трафик,325
2094,2022-05-27 05:00:00,298,трафик,336
2095,2022-05-27 06:00:00,76,смс,2
2096,2022-05-27 07:00:00,269,трафик,118
2097,2022-05-27 08:00:00,325,звонок,47
2098,2022-05-27 09:00:00,463,смс,1
2099,2022-05-27 10:00:00,248,смс,1
2100,2022-05-27 11:00:00,173,смс,2
2101,2022-05-27 12:00:00,481,звонок,35
2102,2022-05-27 13:00:00,358,звонок,22
2103,2022-05-27 14:00:00,60,смс,2
2104,2022-05-27 15:00:00,363,трафик,106
2105,2022-05-27 16:00:00,101,трафик,483
2106,2022-05-27 17:00:00,226,смс,2
2107,2022-05-27 18:00:00,315,звонок,3
2108,2022-05-27 19:00:00,187,смс,2
2109,2022-05-27 20:00:00,244,трафик,255
2110,2022-05-27 21:00:00,84,смс,2
2111,2022-05-27 22:00:00,191,смс,2
2112,2022-05-27 23:00:00,162,трафик,349
2113,2022-05-28 00:00:00,208,трафик,105
2114,2022-05-28 01:00:00,241,звонок,35
2115,2022-05-28 02:00:00,179,смс,1
2116,2022-05-28 03:00:00,203,звонок,36
2117,2022-05-28 04:00:00,173,трафик,416
2118,2022-05-28 05:00:00,319,звонок,5
2119,2022-05-28 06:00:00,412,звонок,19
2120,2022-05-28 07:00:00,312,звонок,5
2121,2022-05-28 08:00:00,461,звонок,8
2122,2022-05-28 09:00:00,40,трафик,117
2123,2022-05-28 10:00:00,487,звонок,10
2124,2022-05-28 11:00:00,25,звонок,27
2125,2022-05-28 12:00:00,352,смс,2
2126,2022-05-28 13:00:00,76,звонок,12
2127,2022-05-28 14:00:00,152,смс,2
2128,2022-05-28 15:00:00,358,звонок,49
2129,2022-05-28 16:00:00,259,смс,1
2130,2022-05-28 17:00:00,164,звонок,5
2131,2022-05-28 18:00:00,387,трафик,306
2132,2022-05-28 19:00:00,23,звонок,14
2133,2022-05-28 20:00:00,463,звонок,41
2134,2022-05-28 21:00:00,494,смс,1
2135,2022-05-28 22:00:00,354,звонок,24
2136,2022-05-28 23:00:00,220,звонок,32
2137,2022-05-29 00:00:00,1,смс,1
2138,2022-05-29 01:00:00,325,трафик,185
2139,2022-05-29 02:00:00,416,трафик,87
2140,2022-05-29 03:00:00,131,трафик,494
2141,2022-05-29 04:00:00,184,трафик,359
2142,2022-05-29 05:00:00,267,смс,2
2143,2022-05-29 06:00:00,29,трафик,452
2144,2022-05-29 07:00:00,214,смс,1
2145,2022-05-29 08:00:00,297,трафик,195
2146,2022-05-29 09:00:00,359,трафик,418
2147,2022-05-29 10:00:00,333,трафик,195
2148,2022-05-29 11:00:00,161,звонок,24
2149,2022-05-29 12:00:00,195,трафик,128
2150,2022-05-29 13:00:00,42,смс,1
2151,2022-05-29 14:00:00,373,смс,2
2152,2022-05-29 15:00:00,188,звонок,49
2153,2022-05-29 16:00:00,120,смс,2
2154,2022-05-29 17:00:00,242,трафик,308
2155,2022-05-29 18:00:00,321,смс,2
2156,2022-05-29 19:00:00,127,смс,1
2157,2022-05-29 20:00:00,284,трафик,453
2158,2022-05-29 21:00:00,264,звонок,43
2159,2022-05-29 22:00:00,458,трафик,316
2160,2022-05-29 23:00:00,346,звонок,37
2161,2022-05-30 00:00:00,284,смс,2
2162,2022-05-30 01:00:00,299,звонок,47
2163,2022-05-30 02:00:00,178,смс,2
2164,2022-05-30 03:00:00,380,трафик,210
2165,2022-05-30 04:00:00,101,звонок,9
2166,2022-05-30 05:00:00,418,смс,2
2167,2022-05-30 06:00:00,471,смс,2
2168,2022-05-30 07:00:00,487,трафик,450
2169,2022-05-30 08:00:00,139,трафик,93
2170,2022-05-30 09:00:00,229,трафик,147
2171,2022-05-30 10:00:00,205,трафик,392
2172,2022-05-30 11:00:00,259,трафик,322
2173,2022-05-30 12:00:00,460,трафик,127
2174,2022-05-30 13:00:00,477,трафик,445
2175,2022-05-30 14:00:00,301,звонок,17
2176,2022-05-30 15:00:00,350,трафик,102
2177,2022-05-30 16:00:00,471,звонок,48
2178,2022-05-30 17:00:00,179,звонок,13
2179,2022-05-30 18:00:00,498,смс,2
2180,2022-05-30 19:00:00,323,смс,1
2181,2022-05-30 20:00:00,174,смс,2
2182,2022-05-30 21:00:00,389,трафик,164
2183,2022-05-30 22:00:00,10,трафик,210
2184,2022-05-30 23:00:00,495,трафик,148
2185,2022-05-31 00:00:00,354,смс,1
2186,2022-05-31 01:00:00,380,смс,1
2187,2022-05-31 02:00:00,106,звонок,49
2188,2022-05-31 03:00:00,406,трафик,423
2189,2022-05-31 04:00:00,438,звонок,48
2190,2022-05-31 05:00:00,349,звонок,29
2191,2022-05-31 06:00:00,342,трафик,147
2192,2022-05-31 07:00:00,70,смс,2
2193,2022-05-31 08:00:00,100,смс,1
2194,2022-05-31 09:00:00,28,звонок,38
2195,2022-05-31 10:00:00,311,смс,1
2196,2022-05-31 11:00:00,87,звонок,20
2197,2022-05-31 12:00:00,178,трафик,252
2198,2022-05-31 13:00:00,427,трафик,208
2199,2022-05-31 14:00:00,123,звонок,43
2200,2022-05-31 15:00:00,146,смс,1
2201,2022-05-31 16:00:00,272,звонок,49
2202,2022-05-31 17:00:00,416,смс,2
2203,2022-05-31 18:00:00,248,смс,1
2204,2022-05-31 19:00:00,390,трафик,419
2205,2022-05-31 20:00:00,128,звонок,27
2206,2022-05-31 21:00:00,365,звонок,4
2207,2022-05-31 22:00:00,157,звонок,41
2208,2022-05-31 23:00:00,36,смс,2
2209,2022-06-01 00:00:00,291,смс,1
2210,2022-06-01 01:00:00,218,звонок,35
2211,2022-06-01 02:00:00,422,звонок,49
2212,2022-06-01 03:00:00,153,смс,2
2213,2022-06-01 04:00:00,199,смс,1
2214,2022-06-01 05:00:00,56,смс,2
2215,2022-06-01 06:00:00,187,звонок,12
2216,2022-06-01 07:00:00,269,смс,2
2217,2022-06-01 08:00:00,315,смс,1
2218,2022-06-01 09:00:00,295,трафик,193
2219,2022-06-01 10:00:00,298,звонок,45
2220,2022-06-01 11:00:00,445,звонок,5
2221,2022-06-01 12:00:00,214,смс,1
2222,2022-06-01 13:00:00,34,трафик,135
2223,2022-06-01 14:00:00,389,звонок,27
2224,2022-06-01 15:00:00,265,звонок,26
2225,2022-06-01 16:00:00,167,звонок,38
2226,2022-06-01 17:00:00,313,трафик,116
2227,2022-06-01 18:00:00,74,трафик,122
2228,2022-06-01 19:00:00,14,смс,1
2229,2022-06-01 20:00:00,274,трафик,360
2230,2022-06-01 21:00:00,177,смс,2
2231,2022-06-01 22:00:00,448,трафик,421
2232,2022-06-01 23:00:00,297,трафик,366
2233,2022-06-02 00:00:00,143,смс,2
2234,2022-06-02 01:00:00,472,звонок,41
2235,2022-06-02 02:00:00,442,смс,1
2236,2022-06-02 03:00:00,413,смс,2
2237,2022-06-02 04:00:00,430,смс,2
2238,2022-06-02 05:00:00,353,звонок,27
2239,2022-06-02 06:00:00,436,трафик,428
2240,2022-06-02 07:00:00,421,трафик,198
2241,2022-06-02 08:00:00,166,звонок,42
2242,2022-06-02 09:00:00,80,смс,1
2243,2022-06-02 10:00:00,85,трафик,345
2244,2022-06-02 11:00:00,411,звонок,19
2245,2022-06-02 12:00:00,221,трафик,224
2246,2022-06-02 13:00:00,453,звонок,13
2247,2022-06-02 14:00:00,330,смс,1
2248,2022-06-02 15:00:00,124,смс,1
2249,2022-06-02 16:00:00,203,трафик,275
2250,2022-06-02 17:00:00,101,звонок,21
2251,2022-06-02 18:00:00,354,смс,2
2252,2022-06-02 19:00:00,150,звонок,15
2253,2022-06-02 20:00:00,436,трафик,427
2254,2022-06-02 21:00:00,27,трафик,408
2255,2022-06-02 22:00:00,224,смс,1
2256,2022-06-02 23:00:00,120,трафик,401
2257,2022-06-03 00:00:00,16,звонок,31
2258,2022-06-03 01:00:00,495,смс,2
2259,2022-06-03 02:00:00,229,трафик,340
2260,2022-06-03 03:00:00,236,трафик,422
2261,2022-06-03 04:00:00,404,звонок,23
2262,2022-06-03 05:00:00,101,звонок,9
2263,2022-06-03 06:00:00,247,звонок,3
2264,2022-06-03 07:00:00,320,смс,2
2265,2022-06-03 08:00:00,250,звонок,4
2266,2022-06-03 09:00:00,491,смс,2
2267,2022-06-03 10:00:00,48,трафик,314
2268,2022-06-03 11:00:00,227,трафик,187
2269,2022-06-03 12:00:00,175,звонок,6
2270,2022-06-03 13:00:00,425,трафик,403
2271,2022-06-03 14:00:00,382,звонок,37
2272,2022-06-03 15:00:00,117,трафик,454
2273,2022-06-03 16:00:00,435,звонок,46
2274,2022-06-03 17:00:00,422,смс,2
2275,2022-06-03 18:00:00,465,трафик,296
2276,2022-06-03 19:00:00,237,звонок,4
2277,2022-06-03 20:00:00,491,звонок,38
2278,2022-06-03 21:00:00,5,трафик,325
2279,2022-06-03 22:00:00,230,смс,1
2280,2022-06-03 23:00:00,380,звонок,13
2281,2022-06-04 00:00:00,105,смс,2
2282,2022-06-04 01:00:00,37,трафик,320
2283,2022-06-04 02:00:00,136,смс,2
2284,2022-06-04 03:00:00,403,смс,2
2285,2022-06-04 04:00:00,153,звонок,16
2286,2022-06-04 05:00:00,157,трафик,223
2287,2022-06-04 06:00:00,482,трафик,241
2288,2022-06-04 07:00:00,467,смс,2
2289,2022-06-04 08:00:00,333,смс,2
2290,2022-06-04 09:00:00,30,звонок,25
2291,2022-06-04 10:00:00,424,смс,2
2292,2022-06-04 11:00:00,74,трафик,405
2293,2022-06-04 12:00:00,146,звонок,27
2294,2022-06-04 13:00:00,317,трафик,282
2295,2022-06-04 14:00:00,10,звонок,25
2296,2022-06-04 15:00:00,233,смс,1
2297,2022-06-04 16:00:00,206,смс,1
2298,2022-06-04 17:00:00,63,звонок,19
2299,2022-06-04 18:00:00,460,трафик,286
2300,2022-06-04 19:00:00,483,звонок,21
2301,2022-06-04 20:00:00,186,смс,2
2302,2022-06-04 21:00:00,214,звонок,24
2303,2022-06-04 22:00:00,184,звонок,6
2304,2022-06-04 23:00:00,499,звонок,19
2305,2022-06-05 00:00:00,218,трафик,131
2306,2022-06-05 01:00:00,142,смс,2
2307,2022-06-05 02:00:00,199,звонок,19
2308,2022-06-05 03:00:00,220,трафик,471
2309,2022-06-05 04:00:00,48,трафик,181
2310,2022-06-05 05:00:00,256,смс,2
2311,2022-06-05 06:00:00,193,смс,1
2312,2022-06-05 07:00:00,362,трафик,130
2313,2022-06-05 08:00:00,124,звонок,11
2314,2022-06-05 09:00:00,250,смс,2
2315,2022-06-05 10:00:00,482,трафик,374
2316,2022-06-05 11:00:00,407,трафик,191
2317,2022-06-05 12:00:00,408,звонок,11
2318,2022-06-05 13:00:00,352,звонок,26
2319,2022-06-05 14:00:00,477,смс,2
2320,2022-06-05 15:00:00,130,трафик,443
2321,2022-06-05 16:00:00,71,смс,2
2322,2022-06-05 17:00:00,359,смс,1
2323,2022-06-05 18:00:00,272,звонок,46
2324,2022-06-05 19:00:00,316,трафик,430
2325,2022-06-05 20:00:00,347,смс,1
2326,2022-06-05 21:00:00,476,звонок,24
2327,2022-06-05 22:00:00,284,трафик,368
2328,2022-06-05 23:00:00,470,трафик,125
2329,2022-06-06 00:00:00,455,звонок,48
2330,2022-06-06 01:00:00,307,трафик,305
2331,2022-06-06 02:00:00,495,звонок,16
2332,2022-06-06 03:00:00,131,трафик,126
2333,2022-06-06 04:00:00,465,звонок,46
2334,2022-06-06 05:00:00,240,смс,2
2335,2022-06-06 06:00:00,14,трафик,482
2336,2022-06-06 07:00:00,460,звонок,33
2337,2022-06-06 08:00:00,392,смс,2
2338,2022-06-06 09:00:00,379,смс,1
2339,2022-06-06 10:00:00,352,трафик,452
2340,2022-06-06 11:00:00,129,смс,2
2341,2022-06-06 12:00:00,311,звонок,36
2342,2022-06-06 13:00:00,167,смс,2
2343,2022-06-06 14:00:00,73,звонок,20
2344,2022-06-06 15:00:00,249,звонок,5
2345,2022-06-06 16:00:00,407,звонок,3
2346,2022-06-06 17:00:00,165,трафик,300
2347,2022-06-06 18:00:00,258,трафик,388
2348,2022-06-06 19:00:00,398,смс,1
2349,2022-06-06 20:00:00,43,звонок,9
2350,2022-06-06 21:00:00,92,трафик,420
2351,2022-06-06 22:00:00,138,звонок,47
2352,2022-06-06 23:00:00,12,трафик,157
2353,2022-06-07 00:00:00,140,смс,2
2354,2022-06-07 01:00:00,238,смс,1
2355,2022-06-07 02:00:00,475,трафик,176
2356,2022-06-07 03:00:00,243,звонок,34
2357,2022-06-07 04:00:00,131,смс,2
2358,2022-06-07 05:00:00,85,смс,1
2359,2022-06-07 06:00:00,406,звонок,36
2360,2022-06-07 07:00:00,115,звонок,32
2361,2022-06-07 08:00:00,307,трафик,330
2362,2022-06-07 09:00:00,9,смс,2
2363,2022-06-07 10:00:00,163,смс,1
2364,2022-06-07 11:00:00,345,смс,1
2365,2022-06-07 12:00:00,300,звонок,18
2366,2022-06-07 13:00:00,269,трафик,174
2367,2022-06-07 14:00:00,240,звонок,41
2368,2022-06-07 15:00:00,489,звонок,18
2369,2022-06-07 16:00:00,248,смс,2
2370,2022-06-07 17:00:00,376,звонок,30
2371,2022-06-07 18:00:00,88,звонок,12
2372,2022-06-07 19:00:00,102,звонок,32
2373,2022-06-07 20:00:00,114,смс,2
2374,2022-06-07 21:00:00,121,смс,2
2375,2022-06-07 22:00:00,51,трафик,424
2376,2022-06-07 23:00:00,140,звонок,9
2377,2022-06-08 00:00:00,234,звонок,7
2378,2022-06-08 01:00:00,28,звонок,12
2379,2022-06-08 02:00:00,220,смс,1
2380,2022-06-08 03:00:00,127,звонок,10
2381,2022-06-08 04:00:00,453,звонок,41
2382,2022-06-08 05:00:00,240,звонок,28
2383,2022-06-08 06:00:00,153,трафик,418
2384,2022-06-08 07:00:00,50,смс,1
2385,2022-06-08 08:00:00,414,звонок,19
2386,2022-06-08 09:00:00,30,смс,2
2387,2022-06-08 10:00:00,260,звонок,35
2388,2022-06-08 11:00:00,400,смс,1
2389,2022-06-08 12:00:00,170,трафик,427
2390,2022-06-08 13:00:00,290,звонок,23
2391,2022-06-08 14:00:00,171,звонок,24
2392,2022-06-08 15:00:00,100,трафик,328
2393,2022-06-08 16:00:00,19,звонок,18
2394,2022-06-08 17:00:00,493,трафик,457
2395,2022-06-08 18:00:00,488,звонок,31
2396,2022-06-08 19:00:00,96,трафик,102
